timestamp,git_sha,machine,events,interval,runs,total_ms,write_ms,repack_ms
2026-09-13T20:21:43+00:00,4b2852e,machine-ede6a86d2a83,10000,1000,10,339.7,72.5,267.2
2026-09-13T20:21:43+00:00,4b2852e,machine-ede6a86d2a83,20000,1000,20,1195.7,221.9,973.8
2026-09-13T20:22:36+00:00,21da8c2,machine-ede6a86d2a83,10000,1000,10,321.7,68.8,252.9
2026-09-13T20:22:36+00:00,21da8c2,machine-ede6a86d2a83,20000,1000,20,1160.8,214.4,946.4
2026-09-13T20:27:36+00:00,1cbae5e,machine-ede6a86d2a83,10000,1000,10,317.6,67.1,250.5
2026-09-13T20:27:36+00:00,1cbae5e,machine-ede6a86d2a83,20000,1000,20,1162.0,223.1,938.8
2026-09-15T01:39:13+00:00,467d0eb,machine-ede6a86d2a83,10000,1000,10,263.5,47.0,216.5
2026-09-15T01:39:13+00:00,467d0eb,machine-ede6a86d2a83,20000,1000,20,796.1,67.1,728.9
