timestamp,git_sha,machine,label,write_ms,pack_bytes,index_bytes,warm_open_us,warm_lookup_us,evicted_open_us,evicted_lookup_us
2026-09-13T20:21:43+00:00,4b2852e,machine-ede6a86d2a83,0.1,1021.0,104398360,2557464,101500.7,28.2,100874.0,28.5
2026-09-13T20:22:36+00:00,21da8c2,machine-ede6a86d2a83,0.1,943.0,104398360,2557464,100081.0,22.5,98502.0,34.2
2026-09-13T20:27:36+00:00,1cbae5e,machine-ede6a86d2a83,0.1,931.8,104398360,2557464,96219.0,25.2,97164.6,25.2
2026-09-15T01:39:13+00:00,467d0eb,machine-ede6a86d2a83,0.1,750.3,104398360,3838224,275.6,8.8,236.0,11.2
2026-09-15T02:24:18+00:00,a31c78a,machine-ede6a86d2a83,0.1,739.7,104398360,3838224,300.0,8.8,263.3,10.8
